Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cowpea(Lobia),2011,Kharif     ,Andhra Pradesh,4718.0,1119,861.9,790359.36,1556.94,0.225
Cowpea(Lobia),2011,Rabi       ,Andhra Pradesh,15567.0,12408,861.9,2607783.84,5137.11,0.801764706
Garlic,2011,Whole Year ,Andhra Pradesh,429.0,930,861.9,71866.08,141.57,2.136
Horse-gram,2011,Kharif     ,Andhra Pradesh,5878.0,2699,861.9,984682.56,1939.74,0.375
Linseed,2011,Rabi       ,Andhra Pradesh,744.0,158,861.9,124634.88,245.52,0.2
Niger seed,2011,Kharif     ,Andhra Pradesh,6880.0,2558,861.9,1152537.6,2270.4,0.28
Other  Rabi pulses,2011,Rabi       ,Andhra Pradesh,5856.0,4569,861.9,980997.12,1932.48,0.625
Other Kharif pulses,2011,Kharif     ,Andhra Pradesh,3459.0,1459,861.9,579451.68,1141.47,0.487142857
Ragi,2011,Rabi       ,Andhra Pradesh,5379.0,9505,861.9,901090.08,1775.07,1.690909091
Rapeseed &Mustard,2011,Rabi       ,Andhra Pradesh,6617.0,16183,861.9,1108479.84,2183.61,2.444285714
Safflower,2011,Rabi       ,Andhra Pradesh,10080.0,7508,861.9,1688601.6,3326.4,0.73125
Small millets,2011,Rabi       ,Andhra Pradesh,1841.0,1519,861.9,308404.32,607.53,0.745
Wheat,2011,Rabi       ,Andhra Pradesh,8255.0,10914,861.9,1382877.6,2724.15,1.306666667
Bajra,2011,Rabi       ,Karnataka,1350.0,1225,1178.986364,226152.0,445.5,0.98
Bajra,2011,Summer     ,Karnataka,3193.0,3328,1178.986364,534891.36,1053.69,1.013333333
Coriander,2011,Whole Year ,Karnataka,3042.0,1236,1178.986364,509595.84,1003.86,0.406
Dry chillies,2011,Rabi       ,Karnataka,6537.0,15414,1178.986364,1095078.24,2157.21,2.375714286
Dry chillies,2011,Summer     ,Karnataka,5662.0,19828,1178.986364,948498.24,1868.46,3.4856
Garlic,2011,Whole Year ,Karnataka,5100.0,6365,1178.986364,854352.0,1683.0,1.326666667
Jowar,2011,Summer     ,Karnataka,10517.0,19242,1178.986364,1761807.84,3470.61,1.832307692
Linseed,2011,Rabi       ,Karnataka,8522.0,2085,1178.986364,1427605.44,2812.26,0.29
Mesta,2011,Whole Year ,Karnataka,825.0,1028,1178.986364,138204.0,272.25,1.202857143
Moong(Green Gram),2011,Rabi       ,Karnataka,8723.0,2915,1178.986364,1461276.96,2878.59,0.337647059
Other  Rabi pulses,2011,Rabi       ,Karnataka,9968.0,8479,1178.986364,1669839.36,3289.44,0.808888889
Ragi,2011,Summer     ,Karnataka,7608.0,14649,1178.986364,1274492.16,2510.64,1.932142857
Rapeseed &Mustard,2011,Rabi       ,Karnataka,4209.0,1204,1178.986364,705091.68,1388.97,0.295
Sannhamp,2011,Whole Year ,Karnataka,42.0,10,1178.986364,7035.84,13.86,0.225
Urad,2011,Rabi       ,Karnataka,8260.0,4199,1178.986364,1383715.2,2725.8,0.51125
Arecanut,2011,Whole Year ,Tamil Nadu,6509.0,15948,926.5,1090387.68,2147.97,2.054583333
Bajra,2011,Rabi       ,Tamil Nadu,15827.0,46282,926.5,2651339.04,5222.91,2.827272727
Black pepper,2011,Whole Year ,Tamil Nadu,3767.0,856,926.5,631047.84,1243.11,0.174285714
Cardamom,2011,Whole Year ,Tamil Nadu,4321.0,393,926.5,723853.92,1425.93,0.073636364
Castor seed,2011,Whole Year ,Tamil Nadu,6202.0,1861,926.5,1038959.04,2046.66,0.767407407
Coriander,2011,Whole Year ,Tamil Nadu,10804.0,5049,926.5,1809886.08,3565.32,0.454583333
Gram,2011,Whole Year ,Tamil Nadu,8592.0,5520,926.5,1439331.84,2835.36,0.590625
Jute,2011,Kharif     ,Tamil Nadu,3.0,0,926.5,502.56,0.99,0.0
Ragi,2011,Rabi       ,Tamil Nadu,13970.0,43371,926.5,2340254.4,4610.1,2.879090909
Rapeseed &Mustard,2011,Rabi       ,Tamil Nadu,344.0,84,926.5,57626.88,113.52,0.226666667
Sunflower,2011,Whole Year ,Tamil Nadu,13610.0,24622,926.5,2279947.2,4491.3,1.779230769
Tobacco,2011,Whole Year ,Tamil Nadu,2868.0,8205,926.5,480447.36,946.44,2.648333333
Arecanut,2012,Kharif     ,Andhra Pradesh,581.0,365,968.7,87614.8,180.11,1.453333333
Bajra,2012,Rabi       ,Andhra Pradesh,7000.0,11000,968.7,1055600.0,2170.0,1.4
Coriander,2012,Kharif     ,Andhra Pradesh,1109.0,717,968.7,167237.2,343.79,0.575
Coriander,2012,Rabi       ,Andhra Pradesh,7528.0,4534,968.7,1135222.4,2333.68,0.723333333
Cowpea(Lobia),2012,Kharif     ,Andhra Pradesh,5000.0,2000,968.7,754000.0,1550.0,0.4
Horse-gram,2012,Kharif     ,Andhra Pradesh,5000.0,3000,968.7,754000.0,1550.0,0.556666667
Linseed,2012,Kharif     ,Andhra Pradesh,422.0,203,968.7,63637.6,130.82,0.455
Niger seed,2012,Rabi       ,Andhra Pradesh,8273.0,5813,968.7,1247568.4,2564.63,0.63
Other  Rabi pulses,2012,Rabi       ,Andhra Pradesh,6590.0,4021,968.7,993772.0,2042.9,0.983333333
Other Kharif pulses,2012,Kharif     ,Andhra Pradesh,2929.0,1923,968.7,441693.2,907.99,0.6075
Ragi,2012,Rabi       ,Andhra Pradesh,5000.0,6000,968.7,754000.0,1550.0,1.2
Rapeseed &Mustard,2012,Rabi       ,Andhra Pradesh,3522.0,1530,968.7,531117.6,1091.82,0.4525
Safflower,2012,Rabi       ,Andhra Pradesh,276.0,172,968.7,41620.8,85.56,1.256666667
Small millets,2012,Rabi       ,Andhra Pradesh,2000.0,1000,968.7,301600.0,620.0,0.5
Soyabean,2012,Kharif     ,Andhra Pradesh,1317.0,2393,968.7,198603.6,408.27,1.793333333
Soyabean,2012,Rabi       ,Andhra Pradesh,81.0,147,968.7,12214.8,25.11,1.816666667
Wheat,2012,Rabi       ,Andhra Pradesh,8000.0,9000,968.7,1206400.0,2480.0,1.25
Arhar/Tur,2012,Kharif     ,Assam,5958.0,4937,2167.5,898466.4,1846.98,0.81962963
Black pepper,2012,Whole Year ,Assam,3531.0,5541,2167.5,532474.8,1094.61,1.682962963
Castor seed,2012,Kharif     ,Assam,902.0,492,2167.5,136021.6,279.62,0.5436
Cotton(lint),2012,Kharif     ,Assam,1802.0,863,2167.5,271741.6,558.62,0.489583333
Gram,2012,Rabi       ,Assam,1742.0,966,2167.5,262693.6,540.02,0.590740741
Linseed,2012,Rabi       ,Assam,6466.0,3827,2167.5,975072.8,2004.46,0.564
Moong(Green Gram),2012,Rabi       ,Assam,10052.0,5953,2167.5,1515841.6,3116.12,0.565185185
Niger seed,2012,Kharif     ,Assam,7669.0,4059,2167.5,1156485.2,2377.39,0.572608696
Onion,2012,Whole Year ,Assam,7099.0,25893,2167.5,1070529.2,2200.69,3.265185185
Sesamum,2012,Kharif     ,Assam,11413.0,8012,2167.5,1721080.4,3538.03,0.629259259
Small millets,2012,Kharif     ,Assam,4429.0,2200,2167.5,667893.2,1372.99,0.537307692
Tobacco,2012,Whole Year ,Assam,278.0,148,2167.5,41922.4,86.18,0.58952381
Turmeric,2012,Whole Year ,Assam,16309.0,15583,2167.5,2459397.2,5055.79,0.928888889
Castor seed,2012,Kharif     ,Karnataka,11462.0,7142,956.2,1728469.6,3553.22,0.658095238
Coriander,2012,Whole Year ,Karnataka,4219.0,1667,956.2,636225.2,1307.89,0.401304348
Cotton(lint),2012,Summer     ,Karnataka,1810.0,5017,956.2,272948.0,561.1,2.77375
Cowpea(Lobia),2012,Rabi       ,Karnataka,7192.0,2396,956.2,1084553.6,2229.52,0.332272727
Cowpea(Lobia),2012,Summer     ,Karnataka,6937.0,2498,956.2,1046099.6,2150.47,0.366956522
Dry chillies,2012,Rabi       ,Karnataka,5430.0,14836,956.2,818844.0,1683.3,2.660769231
Dry chillies,2012,Summer     ,Karnataka,5057.0,14294,956.2,762595.6,1567.67,2.784
Garlic,2012,Whole Year ,Karnataka,4238.0,5531,956.2,639090.4,1313.78,1.385625
Jowar,2012,Summer     ,Karnataka,8361.0,13771,956.2,1260838.8,2591.91,1.6
Linseed,2012,Rabi       ,Karnataka,6882.0,1206,956.2,1037805.6,2133.42,0.207142857
Mesta,2012,Whole Year ,Karnataka,713.0,871,956.2,107520.4,221.03,1.242
Moong(Green Gram),2012,Rabi       ,Karnataka,4868.0,1140,956.2,734094.4,1509.08,0.211818182
Niger seed,2012,Kharif     ,Karnataka,11639.0,2791,956.2,1755161.2,3608.09,0.2492
Other  Rabi pulses,2012,Rabi       ,Karnataka,4843.0,2218,956.2,730324.4,1501.33,0.46
Ragi,2012,Summer     ,Karnataka,5239.0,7846,956.2,790041.2,1624.09,1.525
Rapeseed &Mustard,2012,Kharif     ,Karnataka,2201.0,650,956.2,331910.8,682.31,0.271538462
Sannhamp,2012,Whole Year ,Karnataka,258.0,64,956.2,38906.4,79.98,0.2375
Urad,2012,Rabi       ,Karnataka,5376.0,2791,956.2,810700.8,1666.56,0.609090909
Arhar/Tur,2012,Whole Year ,Kerala,1186.0,1892,2187.6,178848.8,367.66,1.496
Cowpea(Lobia),2012,Whole Year ,Kerala,1085.0,0,2187.6,163618.0,336.35,0.0
Ginger,2012,Whole Year ,Kerala,4505.0,22064,2187.6,679354.0,1396.55,3.365714286
Groundnut,2012,Whole Year ,Kerala,784.0,976,2187.6,118227.2,243.04,1.24
Horse-gram,2012,Whole Year ,Kerala,105.0,0,2187.6,15834.0,32.55,0.0
Jowar,2012,Whole Year ,Kerala,148.0,116,2187.6,22318.4,45.88,0.87
Maize,2012,Whole Year ,Kerala,180.0,15,2187.6,27144.0,55.8,0.535
Moong(Green Gram),2012,Whole Year ,Kerala,101.0,0,2187.6,15230.8,31.31,0.0
Onion,2012,Whole Year ,Kerala,40.0,0,2187.6,6032.0,12.4,0.0
Ragi,2012,Whole Year ,Kerala,113.0,123,2187.6,17040.4,35.03,0.55
Sesamum,2012,Whole Year ,Kerala,260.0,98,2187.6,39208.0,80.6,0.34375
Sesamum,2012,Winter     ,Kerala,260.0,98,2187.6,39208.0,80.6,0.34375
Small millets,2012,Whole Year ,Kerala,62.0,61,2187.6,9349.6,19.22,0.98
Soyabean,2012,Whole Year ,Kerala,7.0,10,2187.6,1055.6,2.17,1.43
Tobacco,2012,Whole Year ,Kerala,13.0,23,2187.6,1960.4,4.03,1.77
Turmeric,2012,Whole Year ,Kerala,2628.0,6904,2187.6,396302.4,814.68,2.421428571
Urad,2012,Whole Year ,Kerala,265.0,0,2187.6,39962.0,82.15,0.0
Wheat,2012,Whole Year ,Kerala,1.0,0,2187.6,150.8,0.31,0.0
Arecanut,2013,Kharif     ,Andhra Pradesh,476.0,255,1062.3,68777.24,128.52,1.705
Arhar/Tur,2013,Rabi       ,Andhra Pradesh,1298.0,1003,1062.3,187548.02,350.46,0.736
Bajra,2013,Rabi       ,Andhra Pradesh,2297.0,4256,1062.3,331893.53,620.19,1.78
Black pepper,2013,Kharif     ,Andhra Pradesh,4.0,3,1062.3,577.96,1.08,0.75
Castor seed,2013,Rabi       ,Andhra Pradesh,1291.0,956,1062.3,186536.59,348.57,0.74
Coriander,2013,Kharif     ,Andhra Pradesh,517.0,333,1062.3,74701.33,139.59,0.62
Coriander,2013,Rabi       ,Andhra Pradesh,7934.0,4685,1062.3,1146383.66,2142.18,0.668
Cotton(lint),2013,Rabi       ,Andhra Pradesh,5155.0,12281,1062.3,744845.95,1391.85,2.531666667
Cowpea(Lobia),2013,Kharif     ,Andhra Pradesh,3720.0,1617,1062.3,537502.8,1004.4,0.45625
Cowpea(Lobia),2013,Rabi       ,Andhra Pradesh,8403.0,7244,1062.3,1214149.47,2268.81,0.787777778
Dry chillies,2013,Rabi       ,Andhra Pradesh,18392.0,80405,1062.3,2657460.08,4965.84,3.246153846
Horse-gram,2013,Kharif     ,Andhra Pradesh,8768.0,5120,1062.3,1266888.32,2367.36,0.58125
Horse-gram,2013,Rabi       ,Andhra Pradesh,19438.0,9743,1062.3,2808596.62,5248.26,0.4925
Linseed,2013,Kharif     ,Andhra Pradesh,473.0,228,1062.3,68343.77,127.71,0.455
Moong(Green Gram),2013,Kharif     ,Andhra Pradesh,17490.0,8956,1062.3,2527130.1,4722.3,0.627692308
Niger seed,2013,Kharif     ,Andhra Pradesh,21.0,11,1062.3,3034.29,5.67,0.52
Niger seed,2013,Rabi       ,Andhra Pradesh,8789.0,4483,1062.3,1269922.61,2373.03,0.47
Other Kharif pulses,2013,Kharif     ,Andhra Pradesh,3488.0,2369,1062.3,503981.12,941.76,0.5025
Ragi,2013,Rabi       ,Andhra Pradesh,4538.0,7056,1062.3,655695.62,1225.26,1.534444444
Rapeseed &Mustard,2013,Rabi       ,Andhra Pradesh,3295.0,2121,1062.3,476094.55,889.65,0.57
Safflower,2013,Rabi       ,Andhra Pradesh,215.0,120,1062.3,31065.35,58.05,0.63
Sannhamp,2013,Whole Year ,Andhra Pradesh,4734.0,0,1062.3,684015.66,1278.18,0.0
Small millets,2013,Rabi       ,Andhra Pradesh,878.0,934,1062.3,126862.22,237.06,0.9625
Soyabean,2013,Kharif     ,Andhra Pradesh,3025.0,4872,1062.3,437082.25,816.75,1.62
Soyabean,2013,Rabi       ,Andhra Pradesh,80.0,129,1062.3,11559.2,21.6,1.626666667
Sunflower,2013,Kharif     ,Andhra Pradesh,17828.0,14053,1062.3,2575967.72,4813.56,0.764285714
Urad,2013,Kharif     ,Andhra Pradesh,14508.0,9901,1062.3,2096260.92,3917.16,0.724615385
Wheat,2013,Rabi       ,Andhra Pradesh,348.0,249,1062.3,50282.52,93.96,0.68
Arhar/Tur,2013,Kharif     ,Assam,6130.0,5642,1797.7,885723.7,1655.1,0.921851852
Black pepper,2013,Whole Year ,Assam,3520.0,6083,1797.7,508604.8,950.4,1.721851852
Castor seed,2013,Kharif     ,Assam,877.0,447,1797.7,126717.73,236.79,0.623913043
Cotton(lint),2013,Kharif     ,Assam,1140.0,537,1797.7,164718.6,307.8,0.469166667
Dry chillies,2013,Whole Year ,Assam,18915.0,16476,1797.7,2733028.35,5107.05,0.773333333
Gram,2013,Rabi       ,Assam,2053.0,1432,1797.7,296637.97,554.31,0.6212
Linseed,2013,Rabi       ,Assam,5986.0,3854,1797.7,864917.14,1616.22,0.631304348
Moong(Green Gram),2013,Rabi       ,Assam,12184.0,7807,1797.7,1760466.16,3289.68,0.621851852
Niger seed,2013,Kharif     ,Assam,7273.0,4493,1797.7,1050875.77,1963.71,0.587391304
Onion,2013,Whole Year ,Assam,7436.0,28812,1797.7,1074427.64,2007.72,3.347037037
Sesamum,2013,Kharif     ,Assam,11703.0,8571,1797.7,1690966.47,3159.81,0.677777778
Small millets,2013,Kharif     ,Assam,5444.0,3337,1797.7,786603.56,1469.88,0.6456
Tobacco,2013,Whole Year ,Assam,259.0,139,1797.7,37422.91,69.93,0.6295
Turmeric,2013,Whole Year ,Assam,16309.0,15782,1797.7,2356487.41,4403.43,0.950740741
Cardamom,2013,Whole Year ,Karnataka,18672.0,1516,1235.6,2697917.28,5041.44,0.1
Castor seed,2013,Kharif     ,Karnataka,12184.0,10900,1235.6,1760466.16,3289.68,0.906956522
Coriander,2013,Whole Year ,Karnataka,2648.0,822,1235.6,382609.52,714.96,0.319473684
Cotton(lint),2013,Summer     ,Karnataka,2022.0,7289,1235.6,292158.78,545.94,3.655714286
Cowpea(Lobia),2013,Rabi       ,Karnataka,9301.0,3930,1235.6,1343901.49,2511.27,0.416818182
Cowpea(Lobia),2013,Summer     ,Karnataka,8000.0,3145,1235.6,1155920.0,2160.0,0.395238095
Dry chillies,2013,Rabi       ,Karnataka,6672.0,12646,1235.6,964037.28,1801.44,1.907931034
Dry chillies,2013,Summer     ,Karnataka,6611.0,17564,1235.6,955223.39,1784.97,2.763076923
Garlic,2013,Whole Year ,Karnataka,5191.0,5473,1235.6,750047.59,1401.57,1.218571429
Groundnut,2013,Rabi       ,Karnataka,4041.0,7466,1235.6,583884.09,1091.07,1.855
Jowar,2013,Summer     ,Karnataka,4461.0,7260,1235.6,644569.89,1204.47,1.63
Linseed,2013,Rabi       ,Karnataka,5552.0,1654,1235.6,802208.48,1499.04,0.326
Mesta,2013,Whole Year ,Karnataka,349.0,466,1235.6,50427.01,94.23,1.33
Moong(Green Gram),2013,Rabi       ,Karnataka,6145.0,1551,1235.6,887891.05,1659.15,0.240666667
Niger seed,2013,Kharif     ,Karnataka,14277.0,3125,1235.6,2062883.73,3854.79,0.2196
Other  Rabi pulses,2013,Rabi       ,Karnataka,8711.0,6130,1235.6,1258652.39,2351.97,0.707368421
Ragi,2013,Summer     ,Karnataka,7312.0,14363,1235.6,1056510.88,1974.24,1.977857143
Rapeseed &Mustard,2013,Kharif     ,Karnataka,2700.0,769,1235.6,390123.0,729.0,0.270555556
Sannhamp,2013,Whole Year ,Karnataka,341.0,85,1235.6,49271.09,92.07,0.2575
Sunflower,2013,Summer     ,Karnataka,18620.0,18523,1235.6,2690403.8,5027.4,1.0455
Urad,2013,Rabi       ,Karnataka,6843.0,3911,1235.6,988745.07,1847.61,0.566923077
Arecanut,2013,Whole Year ,Meghalaya,16678.0,25114,2448.4,2409804.22,4503.06,1.331818182
Arhar/Tur,2013,Kharif     ,Meghalaya,1141.0,1425,2448.4,164863.09,308.07,1.08
Black pepper,2013,Whole Year ,Meghalaya,967.0,681,2448.4,139721.83,261.09,0.681818182
Cashewnut,2013,Whole Year ,Meghalaya,9402.0,17939,2448.4,1358494.98,2538.54,1.672
Castor seed,2013,Kharif     ,Meghalaya,63.0,50,2448.4,9102.87,17.01,0.9
Cotton(lint),2013,Kharif     ,Meghalaya,7275.0,8602,2448.4,1051164.75,1964.25,1.126
Cowpea(Lobia),2013,Rabi       ,Meghalaya,1608.0,2296,2448.4,232339.92,434.16,1.472727273
Dry chillies,2013,Whole Year ,Meghalaya,2193.0,1860,2448.4,316866.57,592.11,1.020909091
Gram,2013,Rabi       ,Meghalaya,1805.0,1823,2448.4,260804.45,487.35,1.014
Linseed,2013,Rabi       ,Meghalaya,89.0,48,2448.4,12859.61,24.03,0.54
Maize,2013,Whole Year ,Meghalaya,18025.0,39655,2448.4,2604432.25,4866.75,2.16
Masoor,2013,Rabi       ,Meghalaya,1227.0,1283,2448.4,177289.23,331.29,1.37
Peas & beans (Pulses),2013,Rabi       ,Meghalaya,2207.0,4154,2448.4,318889.43,595.89,1.666363636
Rapeseed &Mustard,2013,Rabi       ,Meghalaya,9760.0,9270,2448.4,1410222.4,2635.2,0.902727273
Rice,2013,Rabi       ,Meghalaya,13444.0,58685,2448.4,1942523.56,3629.88,2.396363636
Sesamum,2013,Kharif     ,Meghalaya,2208.0,1998,2448.4,319033.92,596.16,0.978
Small millets,2013,Rabi       ,Meghalaya,2854.0,2538,2448.4,412374.46,770.58,1.033
Soyabean,2013,Kharif     ,Meghalaya,1649.0,3107,2448.4,238264.01,445.23,2.158181818
Sugarcane,2013,Whole Year ,Meghalaya,105.0,315,2448.4,15171.45,28.35,2.675
Sweet potato,2013,Kharif     ,Meghalaya,4480.0,15644,2448.4,647315.2,1209.6,3.626363636
Tobacco,2013,Rabi       ,Meghalaya,780.0,730,2448.4,112702.2,210.6,0.996666667
Wheat,2013,Rabi       ,Meghalaya,422.0,789,2448.4,60974.78,113.94,1.506
Arecanut,2013,Whole Year ,Tamil Nadu,6695.0,8619,740.9,967360.55,1807.65,1.22
Black pepper,2013,Whole Year ,Tamil Nadu,3918.0,860,740.9,566111.82,1057.86,0.184166667
Cardamom,2013,Whole Year ,Tamil Nadu,4044.0,366,740.9,584317.56,1091.88,0.064166667
Castor seed,2013,Kharif     ,Tamil Nadu,6377.0,1990,740.9,921412.73,1721.79,0.35
Coriander,2013,Whole Year ,Tamil Nadu,7527.0,2614,740.9,1087576.23,2032.29,0.349166667
Gram,2013,Whole Year ,Tamil Nadu,8908.0,5823,740.9,1287116.92,2405.16,0.6575
Horse-gram,2013,Kharif     ,Tamil Nadu,13732.0,8570,740.9,1984136.68,3707.64,0.595454545
Rapeseed &Mustard,2013,Rabi       ,Tamil Nadu,576.0,140,740.9,83226.24,155.52,0.18
Sesamum,2013,Kharif     ,Tamil Nadu,19500.0,10879,740.9,2817555.0,5265.0,0.50962963
Sunflower,2013,Kharif     ,Tamil Nadu,2155.0,3893,740.9,311375.95,581.85,1.71875
Sunflower,2013,Rabi       ,Tamil Nadu,5827.0,5800,740.9,841943.23,1573.29,1.340869565
Tobacco,2013,Whole Year ,Tamil Nadu,3725.0,5691,740.9,538225.25,1005.75,1.284166667
Arecanut,2014,Kharif     ,Andhra Pradesh,483.0,338,687.6,72913.68,159.39,1.775
Arhar/Tur,2014,Rabi       ,Andhra Pradesh,1564.0,1224,687.6,236101.44,516.12,0.727
Bajra,2014,Rabi       ,Andhra Pradesh,3423.0,6586,687.6,516736.08,1129.59,1.624285714
Castor seed,2014,Rabi       ,Andhra Pradesh,1715.0,838,687.6,258896.4,565.95,0.598333333
Coriander,2014,Kharif     ,Andhra Pradesh,164.0,85,687.6,24757.44,54.12,0.51
Cotton(lint),2014,Rabi       ,Andhra Pradesh,6222.0,15914,687.6,939273.12,2053.26,2.897142857
Cowpea(Lobia),2014,Kharif     ,Andhra Pradesh,4459.0,1865,687.6,673130.64,1471.47,0.4125
Cowpea(Lobia),2014,Rabi       ,Andhra Pradesh,9576.0,10735,687.6,1445592.96,3160.08,0.874444444
Ginger,2014,Kharif     ,Andhra Pradesh,391.0,1118,687.6,59025.36,129.03,3.0625
Ginger,2014,Rabi       ,Andhra Pradesh,36.0,103,687.6,5434.56,11.88,2.86
Horse-gram,2014,Kharif     ,Andhra Pradesh,10529.0,4728,687.6,1589457.84,3474.57,0.37
Linseed,2014,Kharif     ,Andhra Pradesh,361.0,174,687.6,54496.56,119.13,0.48
Moong(Green Gram),2014,Kharif     ,Andhra Pradesh,11408.0,10461,687.6,1722151.68,3764.64,0.807692308
Niger seed,2014,Rabi       ,Andhra Pradesh,7378.0,2376,687.6,1113782.88,2434.74,0.41
Other  Rabi pulses,2014,Rabi       ,Andhra Pradesh,10376.0,11779,687.6,1566360.96,3424.08,1.1525
Other Kharif pulses,2014,Kharif     ,Andhra Pradesh,3206.0,3270,687.6,483977.76,1057.98,0.442
Ragi,2014,Rabi       ,Andhra Pradesh,4698.0,7046,687.6,709210.08,1550.34,1.511
Rapeseed &Mustard,2014,Rabi       ,Andhra Pradesh,5711.0,3203,687.6,862132.56,1884.63,0.418
Safflower,2014,Kharif     ,Andhra Pradesh,85.0,37,687.6,12831.6,28.05,0.44
Safflower,2014,Rabi       ,Andhra Pradesh,681.0,211,687.6,102803.76,224.73,0.34
Small millets,2014,Rabi       ,Andhra Pradesh,1883.0,1887,687.6,284257.68,621.39,0.93
Soyabean,2014,Kharif     ,Andhra Pradesh,730.0,1669,687.6,110200.8,240.9,1.956
Soyabean,2014,Rabi       ,Andhra Pradesh,190.0,293,687.6,28682.4,62.7,1.615
Sunflower,2014,Kharif     ,Andhra Pradesh,11028.0,5949,687.6,1664786.88,3639.24,0.811428571
Tapioca,2014,Rabi       ,Andhra Pradesh,49.0,0,687.6,7397.04,16.17,0.0
Wheat,2014,Rabi       ,Andhra Pradesh,320.0,256,687.6,48307.2,105.6,1.02
Arhar/Tur,2014,Kharif     ,Assam,6047.0,5738,1899.0,912855.12,1995.51,0.944074074
Black pepper,2014,Whole Year ,Assam,3528.0,5898,1899.0,532586.88,1164.24,1.728148148
Castor seed,2014,Kharif     ,Assam,941.0,556,1899.0,142053.36,310.53,0.64
Cotton(lint),2014,Kharif     ,Assam,912.0,428,1899.0,137675.52,300.96,0.5344
Gram,2014,Rabi       ,Assam,2094.0,1956,1899.0,316110.24,691.02,0.7872
Linseed,2014,Rabi       ,Assam,5619.0,3948,1899.0,848244.24,1854.27,0.677826087
Moong(Green Gram),2014,Rabi       ,Assam,11285.0,7757,1899.0,1703583.6,3724.05,0.640740741
Niger seed,2014,Kharif     ,Assam,7152.0,4427,1899.0,1079665.92,2360.16,0.590454545
Onion,2014,Whole Year ,Assam,8283.0,32421,1899.0,1250401.68,2733.39,3.382592593
Sesamum,2014,Kharif     ,Assam,12172.0,9232,1899.0,1837485.12,4016.76,0.685185185
Small millets,2014,Kharif     ,Assam,5343.0,3221,1899.0,806579.28,1763.19,0.6392
Tobacco,2014,Whole Year ,Assam,261.0,139,1899.0,39400.56,86.13,0.6835
Castor seed,2014,Kharif     ,Karnataka,11913.0,7243,1238.5,1798386.48,3931.29,0.616363636
Coriander,2014,Whole Year ,Karnataka,4339.0,1469,1238.5,655015.44,1431.87,0.3344
Cotton(lint),2014,Summer     ,Karnataka,2183.0,4135,1238.5,329545.68,720.39,1.8925
Cowpea(Lobia),2014,Rabi       ,Karnataka,9632.0,3533,1238.5,1454046.72,3178.56,0.37
Cowpea(Lobia),2014,Summer     ,Karnataka,7241.0,2646,1238.5,1093101.36,2389.53,0.342272727
Dry chillies,2014,Rabi       ,Karnataka,7842.0,14712,1238.5,1183828.32,2587.86,1.874137931
Dry chillies,2014,Summer     ,Karnataka,5820.0,11208,1238.5,878587.2,1920.6,1.929166667
Garlic,2014,Whole Year ,Karnataka,4725.0,5191,1238.5,713286.0,1559.25,1.254285714
Groundnut,2014,Rabi       ,Karnataka,3720.0,7426,1238.5,561571.2,1227.6,2.0
Jowar,2014,Summer     ,Karnataka,3534.0,7469,1238.5,533492.64,1166.22,2.113636364
Linseed,2014,Rabi       ,Karnataka,5025.0,1568,1238.5,758574.0,1658.25,0.359285714
Mesta,2014,Whole Year ,Karnataka,261.0,293,1238.5,39400.56,86.13,1.123333333
Moong(Green Gram),2014,Rabi       ,Karnataka,6230.0,2049,1238.5,940480.8,2055.9,0.336153846
Niger seed,2014,Kharif     ,Karnataka,10906.0,2885,1238.5,1646369.76,3598.98,0.2636
Other  Rabi pulses,2014,Rabi       ,Karnataka,8357.0,5539,1238.5,1261572.72,2757.81,0.722
Ragi,2014,Summer     ,Karnataka,7358.0,13115,1238.5,1110763.68,2428.14,1.750769231
Rapeseed &Mustard,2014,Kharif     ,Karnataka,2034.0,445,1238.5,307052.64,671.22,0.204375
Sannhamp,2014,Whole Year ,Karnataka,311.0,76,1238.5,46948.56,102.63,0.236
Urad,2014,Rabi       ,Karnataka,7093.0,3230,1238.5,1070759.28,2340.69,0.423636364
Arecanut,2014,Whole Year ,Tamil Nadu,6732.0,8837,911.3,1016262.72,2221.56,1.561904762
Black pepper,2014,Whole Year ,Tamil Nadu,3997.0,898,911.3,603387.12,1319.01,0.186666667
Cardamom,2014,Whole Year ,Tamil Nadu,3992.0,361,911.3,602632.32,1317.36,0.07
Castor seed,2014,Kharif     ,Tamil Nadu,5132.0,1695,911.3,774726.72,1693.56,0.3575
Coriander,2014,Whole Year ,Tamil Nadu,9230.0,8048,911.3,1393360.8,3045.9,0.855384615
Garlic,2014,Whole Year ,Tamil Nadu,449.0,2567,911.3,67781.04,148.17,2.711666667
Gram,2014,Rabi       ,Tamil Nadu,6820.0,4177,911.3,1029547.2,2250.6,0.535789474
Horse-gram,2014,Kharif     ,Tamil Nadu,13931.0,10597,911.3,2103023.76,4597.23,0.764583333
Rapeseed &Mustard,2014,Rabi       ,Tamil Nadu,302.0,72,911.3,45589.92,99.66,0.161428571
Small millets,2014,Rabi       ,Tamil Nadu,660.0,1385,911.3,99633.6,217.8,1.928
Sunflower,2014,Kharif     ,Tamil Nadu,2782.0,4214,911.3,419970.72,918.06,1.645833333
Sunflower,2014,Rabi       ,Tamil Nadu,6122.0,8327,911.3,924177.12,2020.26,1.4275
