Year,Location,Area,Rainfall,Temperature,Soil_type,Irrigation,yields,Humidity,Crops,price,Season
2004,Hassan,206,3605.4,27.0,River basins,Basin,14.0,52.0,Coconut,45186,Rabi
2005,Hassan,10922,3605.4,27.0,River basins,Basin,56.0,51.0,Coconut,238542,Rabi
2007,Hassan,177,3512.4,27.2,River basins,Basin,98.0,57.0,Coconut,57259,Rabi
2008,Hassan,10723,3512.4,27.2,River basins,Basin,3.0,60.0,Coconut,234779,Rabi
2010,Hassan,206,3105.0,37.0,River basins,Spray,1533.0,55.0,Coconut,44235,Rabi
2011,Hassan,10922,3105.0,37.0,Alluvial,Spray,1647.0,56.0,Coconut,203317,Rabi
2014,Hassan,10723,2903.1,38.0,Alluvial,Spray,836.0,58.0,Coconut,238542,Rabi
2016,Mangalore,146,2903.1,39.0,Alluvial,Spray,880.0,50.0,Coconut,57259,Rabi
2017,Mangalore,10910,2996.6,39.0,Alluvial,Spray,770.0,54.0,Coconut,234779,Rabi
2004,Mangalore,160,2996.6,40.0,Alluvial,Spray,187.0,52.0,Coconut,64409,Rabi
2005,Mangalore,10912,3522.8,40.0,Alluvial,Spray,187.0,51.0,Coconut,249978,Rabi
2007,Mangalore,142,3522.8,41.0,Alluvial,Spray,103.0,57.0,Coconut,43311,Rabi
2008,Mangalore,10505,2903.1,41.0,Alluvial,Spray,71.0,60.0,Coconut,24848,Rabi
2010,Mangalore,154,2903.1,42.0,Alluvial,Spray,4247.0,57.0,Coconut,45608,Rabi
2011,Mangalore,10318,2996.6,42.0,Alluvial,Spray,3290.0,54.0,Coconut,234581,Rabi
2013,Mangalore,143,2996.6,43.0,Alluvial,Spray,3423.0,56.6,Coconut,43562,Rabi
2016,Mangalore,4877,3512.4,27.0,Loam,Spray,67.0,50.0,Coconut,203317,Rabi
2017,Mangalore,4930,3296.0,27.0,Loam,Spray,62.0,54.0,Coconut,2134,Rabi
2018,Mangalore,4954,3296.0,27.0,Loam,Drip,32.0,53.0,Cocoa,45186,Rabi
2004,Mangalore,5019,3296.0,27.0,Loam,Drip,22.0,52.0,Cocoa,238542,Rabi
2005,Mangalore,5127,3550.0,27.0,Loam,Drip,25.0,51.0,Cocoa,1516,Rabi
2006,Mangalore,5174,3550.0,27.0,Loam,Drip,4.0,57.0,Cocoa,57259,Rabi
2007,Mangalore,5294,3550.0,27.2,Loam,Drip,9.0,57.0,Cocoa,234779,Rabi
2008,Mangalore,5474,3654.0,27.2,Loam,Drip,12.0,60.0,Cocoa,1493,Rabi
2009,Mangalore,5864,3654.0,27.2,Loam,Drip,2089.0,57.0,Coffee,64409,Rabi
2010,Mangalore,7028,3654.0,27.0,Loam,Drip,2810.0,57.0,Coffee,249978,Rabi
2017,Mangalore,30,3105.0,27.2,Loam,Drip,2805.0,55.0,Coffee,646,Rabi
2018,Mangalore,6,3105.0,27.2,Loam,Drip,2331.0,53.0,Coffee,43562,Rabi
2004,Mangalore,15,3105.0,27.1,Loam,Drip,2088.0,53.5,Coffee,200000,Rabi
2007,Mangalore,6,2903.1,26.8,Loam,Drip,1871.0,57.0,Coffee,216396,Rabi
2008,Mangalore,12,2903.1,26.8,Loam,Drip,1868.0,57.5,Coffee,2644,Rabi
2012,Mangalore,9,2996.6,37.0,Sandy loam ,Drip,1901.0,54.0,Cardamum,45186,Rabi
2013,Mangalore,21,3522.8,38.0,Sandy loam ,Drip,972.0,58.0,Cardamum,238542,Rabi
2014,Mangalore,11,3522.8,38.0,Sandy loam ,Drip,874.0,58.0,Cardamum,1516,Rabi
2015,Mangalore,4,3522.8,38.0,Clay loam,Drip,592.0,59.0,Cardamum,57259,Rabi
2016,Mangalore,15,2903.1,39.0,Clay loam,Drip,864.0,50.0,Cardamum,234779,Rabi
2017,Mangalore,8,2903.1,39.0,Clay loam,Drip,5373.0,54.0,Cardamum,1493,Rabi
2018,Mangalore,29,2903.1,39.0,Clay loam,Drip,6589.0,53.0,Cardamum,64409,Rabi
2004,Mangalore,1,2996.6,40.0,Clay loam,Drip,5107.0,52.0,Cardamum,249978,Rabi
2005,Mangalore,13736,2996.6,40.0,Clay loam,Drip,5518.0,51.0,Cardamum,637,Rabi
2006,Mangalore,14003,2996.6,40.0,Laterite,Drip,4912.0,57.0,Cardamum,43311,Rabi
2007,Mangalore,14179,3522.8,41.0,Laterite,Drip,3830.0,57.0,Cardamum,24848,Rabi
2008,Mangalore,14319,3522.8,41.0,Laterite,Drip,4.0,60.0,Cardamum,761,Rabi
2009,Mangalore,14464,3522.8,41.0,Laterite,Drip,9.0,57.0,Pepper,45608,Rabi
2010,Mangalore,14876,3729.8,42.0,Laterite,Drip,12.0,57.0,Pepper,234581,Rabi
2011,Mangalore,14976,3729.8,42.0,Laterite,Drip,2089.0,54.0,Pepper,646,Rabi
2012,Mangalore,15009,3729.8,42.0,Laterite,Drip,2810.0,54.5,Pepper,43562,Rabi
2013,Mangalore,15114,2746.2,43.0,Laterite,Drip,841.0,56.6,Pepper,200000,Rabi
2014,Mangalore,16224,2746.2,43.0,Laterite,Drip,3550.0,55.5,Pepper,4847,Rabi
2015,Mangalore,17095,2746.2,27.0,Laterite,Drip,109.0,58.5,Pepper,51239,Rabi
2016,Mangalore,17512,3360.0,27.0,Laterite,Drip,3368.0,59.5,Pepper,216396,Rabi
2017,Mangalore,17587,3360.0,27.0,Laterite,Basin,3671.0,55.0,Pepper,2644,Rabi
2018,Mangalore,17771,3360.0,27.0,Laterite,Basin,2404.0,53.0,Pepper,44235,Rabi
2004,Mangalore,17825,3605.4,27.0,Laterite,Basin,2805.0,53.5,Pepper,203317,Rabi
2005,Mangalore,3147,3605.4,27.0,Laterite,Basin,2331.0,52.5,Pepper,2134,Rabi
2006,Mangalore,2578,3605.4,27.2,Laterite,Basin,2088.0,56.0,Pepper,45186,Rabi
2007,Mangalore,1591,3512.4,27.2,Laterite,Basin,2628.0,57.0,Pepper,238542,Rabi
2008,Mangalore,1298,3512.4,27.2,Laterite,Basin,1939.0,57.5,Pepper,1516,Rabi
2009,Kodagu,4,3512.4,27.0,Laterite,Basin,1871.0,57.0,Arecanut,200000,Rabi
2010,Kodagu,1122,3296.0,27.0,Laterite,Basin,1868.0,55.0,Arecanut,4847,Rabi
2014,Kodagu,391,3550.0,27.0,Laterite,Basin,1901.0,58.0,Arecanut,44235,Rabi
2015,Kodagu,211,3550.0,27.2,Laterite,Basin,972.0,59.0,Arecanut,203317,Rabi
2016,Kodagu,153,3654.0,27.2,Laterite,Basin,874.0,50.0,Arecanut,2134,Rabi
2017,Kodagu,111,3654.0,27.2,Laterite,Basin,592.0,54.0,Arecanut,45186,Rabi
2018,Kodagu,76,3654.0,27.1,Laterite,Basin,864.0,53.0,Arecanut,238542,Rabi
2009,Kodagu,2034,3105.0,37.0,Laterite,Basin,4.0,57.0,Ginger,637,Rabi
2010,Kodagu,2035,3105.0,37.0,Laterite,Basin,9.0,54.0,Ginger,43311,Rabi
2011,Kodagu,2074,3105.0,38.0,Laterite,Basin,12.0,54.5,Ginger,24848,Rabi
2014,Mysuru,2059,2903.1,39.0,Laterite,Basin,841.0,58.5,Ginger,234581,Rabi
2015,Mysuru,2050,2903.1,39.0,Laterite,Basin,3550.0,59.5,Ginger,646,Rabi
2016,Mysuru,1865,2903.1,39.0,Laterite,Basin,109.0,55.0,Ginger,43562,Rabi
2017,Mysuru,1841,2996.6,40.0,Laterite,Basin,3368.0,53.0,Ginger,200000,Rabi
2018,Mysuru,1799,2996.6,40.0,Laterite,Basin,3671.0,53.5,Ginger,4847,Rabi
2012,Mysuru,1468,2996.6,40.0,Laterite,Basin,2404.0,52.5,Ginger,51239,Rabi
2013,Mysuru,568,3522.8,41.0,Laterite,Basin,2805.0,56.0,Ginger,216396,Rabi
2014,Mysuru,407,3522.8,41.0,Laterite,Basin,2331.0,57.0,Ginger,2644,Rabi
2015,Mysuru,177,3522.8,41.0,Laterite,Basin,2088.0,57.5,Ginger,44235,Rabi
2016,Mysuru,51,2903.1,42.0,Laterite,Basin,2628.0,57.0,Tea,203317,Rabi
2017,Mysuru,173,2903.1,42.0,Sandy loam ,Basin,1939.0,55.0,Tea,2134,Rabi
2018,Mysuru,201,2903.1,42.0,Sandy loam ,Basin,1871.0,56.0,Tea,45186,Rabi
2019,Mysuru,206,2996.6,43.0,Sandy loam ,Basin,1868.0,54.0,Tea,238542,Rabi
2007,Mysuru,74,3522.8,27.0,Sandy loam ,Spray,1901.0,50.0,Tea,1493,Rabi
2008,Mysuru,18,3522.8,27.0,Sandy loam ,Spray,972.0,54.0,Tea,64409,Rabi
2009,Kasaragodu,37,3729.8,27.0,Sandy loam ,Spray,874.0,53.0,Tea,249978,Rabi
2010,Kasaragodu,35,3729.8,27.2,Sandy loam ,Spray,592.0,52.0,Tea,637,Rabi
2011,Kasaragodu,5974,3729.8,27.2,Sandy loam ,Spray,864.0,51.0,Tea,43311,Rabi
2012,Kasaragodu,6631,2746.2,27.2,Sandy loam ,Spray,5373.0,57.0,Tea,24848,Rabi
2013,Kasaragodu,6705,2746.2,27.0,Sandy loam ,Spray,6589.0,57.0,Tea,761,Rabi
2014,Kasaragodu,5876,2746.2,27.0,Sandy loam ,Spray,5107.0,60.0,Tea,45608,Rabi
2015,Kasaragodu,326,3360.0,27.0,Sandy loam ,Spray,5518.0,57.0,Paddy,234581,Rabi
2016,Kasaragodu,6470,3360.0,27.0,Sandy loam ,Spray,4912.0,57.0,Paddy,646,Rabi
2017,Kasaragodu,6709,3360.0,27.0,Sandy loam ,Spray,3830.0,54.0,Paddy,43562,Rabi
2011,Kasaragodu,6503,3605.4,27.2,Sandy loam ,Spray,2783.0,56.6,Paddy,4847,Rabi
2012,Kasaragodu,5220,2903.1,27.2,Sandy loam ,Spray,1533.0,55.5,Paddy,51239,Rabi
2013,Kasaragodu,4677,2903.1,27.2,Sandy loam ,Spray,1647.0,58.5,Paddy,216396,Rabi
2014,Kasaragodu,4803,2903.1,27.1,Sandy loam ,Spray,975.0,59.5,Paddy,2644,Rabi
2015,Kasaragodu,3739,2996.6,27.1,Sandy loam ,Spray,2.0,55.0,Paddy,44235,Rabi
2016,Kasaragodu,3529,2996.6,27.1,Sandy loam ,Spray,836.0,53.0,Paddy,203317,Rabi
2017,Kasaragodu,3649,2996.6,26.8,Sandy loam ,Spray,806.0,53.5,Paddy,2134,Rabi
2018,Kasaragodu,1374,3522.8,26.8,Sandy loam ,Spray,880.0,52.5,Paddy,45186,Rabi
2004,Kasaragodu,933,3522.8,26.8,Sandy loam ,Spray,770.0,56.0,Paddy,238542,Rabi
2005,Kasaragodu,345,3522.8,37.0,Sandy loam ,Spray,395.0,57.0,Paddy,1516,Rabi
2006,Kasaragodu,29,3729.8,37.0,Sandy loam ,Spray,187.0,57.5,Paddy,200000,Rabi
2007,Kasaragodu,11,2903.1,37.0,Sandy loam ,Spray,187.0,57.0,Groundnut,4847,Rabi
2008,Kasaragodu,10,2903.1,38.0,Sandy loam ,Spray,121.0,55.0,Groundnut,51239,Rabi
2009,Kasaragodu,7,2903.1,38.0,Sandy loam ,Spray,103.0,56.0,Groundnut,216396,Rabi
2010,Kasaragodu,10,2996.6,38.0,Sandy loam ,Spray,71.0,54.0,Groundnut,2644,Rabi
2011,Kasaragodu,56,2996.6,39.0,Sandy loam ,Spray,3961.0,58.0,Groundnut,44235,Rabi
2012,Kasaragodu,68,2996.6,39.0,Sandy loam ,Spray,4247.0,58.0,Groundnut,203317,Rabi
2013,Kasaragodu,56,3522.8,39.0,Sandy loam ,Spray,3290.0,59.0,Groundnut,2134,Rabi
2014,Kasaragodu,66,3522.8,40.0,Sandy loam ,Spray,3138.0,50.0,Groundnut,45186,Rabi
2015,Kasaragodu,55,3522.8,40.0,Sandy loam ,Spray,3423.0,54.0,Groundnut,238542,Rabi
2016,Kasaragodu,42,3729.8,40.0,Sandy loam ,Spray,3899.0,53.0,Groundnut,1516,Rabi
2018,Raichur,468,3729.8,41.0,Sandy loam ,Spray,4279.0,51.0,Groundnut,234779,Rabi
2004,Raichur,11841,2746.2,41.0,Sandy loam ,Spray,4167.0,57.0,Groundnut,1493,Rabi
2012,Raichur,206,2746.2,42.0,Sandy loam ,Spray,3699.0,60.0,Groundnut,249978,Rabi
2013,Raichur,10922,3360.0,42.0,Sandy loam ,Spray,4904.0,57.0,Blackgram,637,Rabi
2015,Raichur,177,3360.0,43.0,Sandy loam ,Spray,3472.0,54.0,Blackgram,24848,Rabi
2014,Gulbarga,8239,3105.0,27.0,Black,Drip,3961.0,54.0,Cashew,637,Rabi
2016,Gulbarga,96,3105.0,27.2,Black,Drip,3290.0,58.0,Cashew,24848,Rabi
2004,Gulbarga,110,2903.1,27.0,Black,Drip,3899.0,54.0,Cashew,234581,Rabi
2005,Gulbarga,6824,2903.1,27.0,Black,Drip,4015.0,53.0,Coconut,646,Rabi
2007,Gulbarga,95,2996.6,27.0,Red,Drip,4167.0,55.0,Coconut,200000,Rabi
2008,Gulbarga,6441,2996.6,27.0,Red,Drip,4479.0,53.0,Coconut,4847,Rabi
2009,Gulbarga,4012,2996.6,27.0,Red,Drip,3699.0,53.5,Coconut,51239,Rabi
2010,Gulbarga,4877,3522.8,27.2,Red,Drip,4904.0,52.5,Coconut,216396,Rabi
2011,Gulbarga,4930,3522.8,27.2,Red,Drip,2821.0,56.0,Coconut,2644,Rabi
2012,Gulbarga,4954,3522.8,27.2,Red,Drip,3472.0,57.0,Coconut,44235,Rabi
2013,Gulbarga,5019,3729.8,27.1,Red,Drip,3647.0,57.5,Coconut,203317,Rabi
2014,Gulbarga,5127,3729.8,27.1,Red,Drip,393.0,57.0,Coconut,2134,Rabi
2015,Gulbarga,5174,3729.8,27.1,Red,Drip,167.0,55.0,Coconut,45186,Rabi
2016,Gulbarga,5294,2746.2,26.8,Red,Drip,71.0,56.0,Coconut,238542,Rabi
2017,Gulbarga,5474,2746.2,26.8,Red,Drip,52.0,54.0,Coconut,1516,Rabi
2018,Gulbarga,5864,2746.2,26.8,Red,Drip,2570.0,58.0,Coconut,200000,Rabi
2015,Gulbarga,7501,3360.0,37.0,Red,Drip,1402.0,50.0,Ginger,216396,Rabi
2018,Gulbarga,32,3605.4,38.0,Red,Basin,1132.0,59.5,Ginger,203317,Rabi
2006,Gulbarga,6,3512.4,39.0,Red,Basin,804.0,53.5,Ginger,238542,Rabi
2009,Gulbarga,39,3296.0,40.0,Red,Basin,792.0,57.0,Ginger,234779,Rabi
2011,Gulbarga,12,3550.0,41.0,Alluvial,Basin,2570.0,57.0,Ginger,64409,Rabi
2014,Gulbarga,3,3654.0,42.0,Alluvial,Basin,1402.0,54.0,Ginger,43311,Rabi
2013,Madikeri,13736,3105.0,27.0,Alluvial,Drip,792.0,59.0,Coconut,45186,Rabi
2016,Madikeri,14319,2903.1,27.2,Alluvial,Drip,338.0,53.0,Coconut,57259,Rabi
2004,Madikeri,14976,2996.6,27.0,Alluvial,Drip,404.0,57.0,Coconut,64409,Rabi
2007,Madikeri,16224,3522.8,27.0,Alluvial,Drip,343.0,57.0,Coconut,43311,Rabi
2010,Madikeri,17587,3729.8,27.2,Alluvial,Drip,336.0,54.5,Coconut,45608,Rabi
2013,Madikeri,3147,2746.2,27.1,Arid and Desert,Drip,316.0,58.5,Coconut,43562,Rabi
2016,Madikeri,1298,3360.0,26.8,Arid and Desert,Drip,382.0,53.0,Coconut,51239,Rabi
2017,Madikeri,917,3605.4,37.0,Arid and Desert,Drip,231.0,56.0,Coconut,44235,Rabi
2014,Madikeri,391,3512.4,38.0,Arid and Desert,Drip,221.0,57.0,Coconut,45186,Rabi
2017,Chikmangaluru,111,3296.0,39.0,Arid and Desert,Drip,291.0,54.0,Coconut,57259,Rabi
2005,Chikmangaluru,2688,3550.0,40.0,Arid and Desert,Drip,283.0,59.0,Coconut,64409,Rabi
2007,Chikmangaluru,2188,3550.0,41.0,Arid and Desert,Drip,7157.0,54.0,Coconut,637,Rabi
2008,Chikmangaluru,1998,3654.0,41.0,Arid and Desert,Drip,8700.0,53.0,Coconut,43311,Rabi
2010,Chikmangaluru,2034,3654.0,42.0,Arid and Desert,Drip,8838.0,51.0,Coconut,761,Rabi
2013,Chikmangaluru,177,3654.0,27.0,Black,Basin,3.0,53.0,Coconut,45186,Rabi
2016,Chikmangaluru,201,3105.0,27.0,Black,Basin,54.0,56.0,Coconut,57259,Rabi
2005,Chikmangaluru,82,2903.1,27.2,Black,Basin,32.0,55.0,Coconut,249978,Rabi
2006,Chikmangaluru,74,2903.1,27.1,Black,Basin,8.0,56.0,Coconut,200000,Rabi
2007,Chikmangaluru,18,2903.1,27.1,Black,Basin,50.0,54.0,Coconut,4847,Rabi
2008,Chikmangaluru,37,2996.6,27.1,Black,Basin,10.0,58.0,Coconut,51239,Rabi
2009,Chikmangaluru,35,2996.6,26.8,Black,Basin,29.0,58.0,Coconut,216396,Rabi
2010,Chikmangaluru,5974,2996.6,26.8,Black,Basin,44.0,59.0,Coconut,2644,Rabi
2011,Chikmangaluru,6631,3522.8,26.8,Black,Basin,33.0,50.0,Coconut,44235,Rabi
2012,Chikmangaluru,6705,3522.8,37.0,Black,Basin,14.0,54.0,Coconut,203317,Rabi
2013,Chikmangaluru,5876,3522.8,37.0,Red,Basin,56.0,53.0,Coconut,2134,Rabi
2014,Chikmangaluru,326,3729.8,37.0,Red,Basin,26.0,52.0,Coconut,45186,Rabi
2015,Chikmangaluru,6470,3729.8,38.0,Red,Basin,98.0,51.0,Coconut,238542,Rabi
2016,Chikmangaluru,6709,3729.8,38.0,Red,Basin,3.0,57.0,Coconut,1516,Rabi
2004,Hassan,725,2903.1,27.0,Alluvial,Spray,3138.0,57.0,Coconut,45608,Rabi
2004,Hassan,12885,2903.1,27.0,Alluvial,Spray,3423.0,54.0,Coconut,234581,Rabi
2004,Hassan,468,2996.6,27.0,Alluvial,Spray,4015.0,56.6,Coconut,43562,Rabi
2004,Hassan,11841,2996.6,27.0,Alluvial,Spray,4279.0,55.5,Coconut,200000,Rabi
2004,Hassan,206,3522.8,27.2,Alluvial,Spray,4479.0,59.5,Coconut,51239,Rabi
2004,Hassan,10922,3522.8,27.2,Alluvial,Spray,3699.0,55.0,Coconut,216396,Rabi
2004,Hassan,177,2903.1,27.0,Alluvial,Spray,2821.0,53.5,Coconut,44235,Rabi
2004,Hassan,10723,2903.1,27.0,Alluvial,Spray,3472.0,52.5,Coconut,203317,Rabi
2004,Hassan,146,2996.6,27.0,Alluvial,Spray,393.0,57.0,Coconut,45186,Rabi
2004,Hassan,10910,2996.6,27.0,Sandy loam ,Spray,167.0,57.5,Coconut,238542,Rabi
2004,Hassan,160,3522.8,27.2,Sandy loam ,Spray,52.0,55.0,Coconut,200000,Rabi
2004,Hassan,10912,3522.8,27.2,Sandy loam ,Spray,12.0,56.0,Coconut,4847,Rabi
2004,Hassan,1279,3729.8,27.1,Sandy loam ,Spray,61.0,58.0,Coconut,216396,Rabi
2004,Hassan,13283,3729.8,27.1,Sandy loam ,Spray,67.0,58.0,Coconut,2644,Rabi
2004,Hassan,725,2746.2,26.8,Sandy loam ,Spray,32.0,50.0,Coconut,203317,Rabi
2004,Hassan,12885,2746.2,26.8,Sandy loam ,Spray,22.0,54.0,Coconut,2134,Rabi
2004,Hassan,468,3360.0,37.0,Sandy loam ,Drip,4.0,52.0,Cocoa,238542,Rabi
2004,Hassan,11841,3360.0,37.0,Sandy loam ,Drip,9.0,51.0,Cocoa,1516,Rabi
2004,Hassan,206,3605.4,38.0,Sandy loam ,Drip,2089.0,57.0,Cocoa,234779,Rabi
2004,Hassan,10922,3605.4,38.0,Sandy loam ,Drip,2810.0,60.0,Cocoa,1493,Rabi
2004,Mangalore,177,3512.4,39.0,Sandy loam ,Drip,3550.0,57.0,Coffee,249978,Rabi
2004,Mangalore,10723,3512.4,39.0,Sandy loam ,Drip,109.0,54.0,Coffee,637,Rabi
2004,Mangalore,146,3296.0,40.0,Sandy loam ,Drip,3671.0,56.6,Coffee,24848,Zaid
2004,Mangalore,10910,3296.0,40.0,Sandy loam ,Drip,2404.0,55.5,Coffee,761,Zaid
2004,Mangalore,160,3550.0,41.0,Sandy loam ,Drip,2331.0,59.5,Coffee,234581,Zaid
2004,Mangalore,10912,3550.0,41.0,Sandy loam ,Drip,2088.0,55.0,Coffee,646,Zaid
2004,Mangalore,142,3654.0,42.0,Clay,Drip,1939.0,53.5,Coffee,200000,Zaid
2004,Mangalore,10505,3654.0,42.0,Clay,Drip,1871.0,52.5,Coffee,4847,Zaid
2004,Kodagu,158,3105.0,27.0,Clay,Drip,592.0,58.0,Cardamum,238542,Zaid
2004,Kodagu,8982,3105.0,27.2,Clay,Drip,864.0,58.0,Cardamum,1516,Zaid
2004,Kodagu,8239,2903.1,27.0,Clay,Drip,5107.0,54.0,Cardamum,1493,Zaid
2004,Kodagu,96,2903.1,27.0,Clay,Drip,4912.0,52.0,Cardamum,249978,Zaid
2004,Kodagu,6949,2996.6,27.0,Clay,Drip,3830.0,51.0,Cardamum,637,Zaid
2004,Kasaragodu,110,2996.6,27.0,Clay,Drip,9.0,57.0,Cardamum,24848,Zaid
2004,Kasaragodu,6824,3522.8,27.2,Clay,Drip,12.0,60.0,Cardamum,761,Zaid
2004,Kasaragodu,95,3522.8,27.2,Clay,Drip,2810.0,57.0,Pepper,234581,Zaid
2004,Kasaragodu,6441,2903.1,27.1,Clay,Drip,841.0,54.0,Pepper,646,Zaid
2004,Kasaragodu,4012,2903.1,27.1,Clay,Drip,3550.0,54.5,Pepper,43562,Zaid
2004,Kasaragodu,4877,2903.1,27.1,Clay,Drip,109.0,56.6,Pepper,200000,Zaid
2004,Kasaragodu,4930,2996.6,26.8,Clay,Drip,3368.0,55.5,Pepper,4847,Zaid
2004,Kasaragodu,4954,2996.6,26.8,Clay,Drip,3671.0,58.5,Pepper,51239,Zaid
2004,Kasaragodu,5019,2996.6,26.8,Clay,Drip,2404.0,59.5,Pepper,216396,Zaid
2004,Kasaragodu,5127,3522.8,37.0,Clay,Basin,2805.0,55.0,Pepper,2644,Zaid
2004,Kasaragodu,5174,3522.8,37.0,Sandy loam ,Basin,2331.0,53.0,Pepper,44235,Zaid
2004,Kasaragodu,5294,3522.8,37.0,Sandy loam ,Basin,2088.0,53.5,Pepper,203317,Zaid
2004,Kasaragodu,5474,3729.8,38.0,Sandy loam ,Basin,2628.0,52.5,Pepper,2134,Zaid
2004,Kasaragodu,5864,3729.8,38.0,Sandy loam ,Basin,1939.0,56.0,Pepper,45186,Zaid
2004,Raichur,7028,3729.8,38.0,Sandy loam ,Basin,1871.0,57.0,Pepper,238542,Zaid
2004,Raichur,7403,2746.2,39.0,Sandy loam ,Basin,1868.0,57.5,Pepper,1516,Zaid
2004,Raichur,32,3360.0,40.0,Sandy loam ,Basin,1901.0,54.0,Arecanut,216396,Zaid
2004,Raichur,1,3360.0,40.0,Sandy loam ,Basin,972.0,58.0,Arecanut,2644,Zaid
2004,Raichur,30,3605.4,41.0,Sandy loam ,Basin,874.0,58.0,Arecanut,44235,Zaid
2004,Raichur,6,3605.4,41.0,Sandy loam ,Basin,592.0,59.0,Arecanut,203317,Zaid
2004,Raichur,15,3605.4,41.0,Sandy loam ,Basin,864.0,50.0,Arecanut,2134,Zaid
2004,Raichur,4,3512.4,42.0,Sandy loam ,Basin,5373.0,54.0,Arecanut,45186,Zaid
2004,Raichur,39,3512.4,42.0,Sandy loam ,Basin,6589.0,53.0,Arecanut,238542,Zaid
2004,Raichur,6,3512.4,42.0,Sandy loam ,Basin,5107.0,52.0,Arecanut,1516,Zaid
2004,Raichur,12,3296.0,43.0,Sandy loam ,Basin,5518.0,51.0,Arecanut,57259,Zaid
2004,Raichur,3,3296.0,27.0,Sandy loam ,Basin,4912.0,57.0,Arecanut,234779,Zaid
2004,Raichur,17,3296.0,27.0,Sandy loam ,Basin,3830.0,57.0,Arecanut,1493,Zaid
2004,Raichur,3,3550.0,27.0,Sandy loam ,Basin,4.0,60.0,Arecanut,64409,Zaid
2004,Raichur,9,3550.0,27.0,Sandy loam ,Basin,9.0,57.0,Ginger,249978,Zaid
2004,Raichur,21,3550.0,27.0,Sandy loam ,Basin,12.0,57.0,Ginger,637,Zaid
2004,Raichur,11,3654.0,27.0,Sandy loam ,Basin,2089.0,54.0,Ginger,43311,Zaid
2004,Gulbarga,4,3654.0,27.2,Sandy loam ,Basin,2810.0,54.5,Ginger,24848,Zaid
2004,Gulbarga,15,3654.0,27.2,Sandy loam ,Basin,841.0,56.6,Ginger,761,Zaid
2004,Gulbarga,14319,3105.0,27.0,Sandy loam ,Basin,2331.0,52.5,Ginger,51239,Zaid
2004,Gulbarga,14464,3105.0,27.2,Sandy loam ,Basin,2088.0,56.0,Ginger,216396,Zaid
2004,Gulbarga,14876,3105.0,27.2,Loam,Basin,2628.0,57.0,Ginger,2644,Zaid
2004,Gulbarga,15114,2903.1,27.1,Loam,Basin,1868.0,55.0,Tea,2134,Zaid
2004,Gulbarga,17587,2996.6,26.8,Loam,Basin,1901.0,58.0,Tea,57259,Zaid
2004,Gulbarga,17771,2996.6,37.0,Loam,Spray,972.0,59.0,Tea,234779,Zaid
2004,Gulbarga,17825,3522.8,37.0,Loam,Spray,874.0,50.0,Tea,1493,Zaid
2004,Gulbarga,3147,3522.8,37.0,Loam,Spray,592.0,54.0,Tea,64409,Zaid
2004,Gulbarga,2578,3522.8,38.0,Loam,Spray,864.0,53.0,Tea,249978,Zaid
2004,Gulbarga,1591,2903.1,38.0,Loam,Spray,5373.0,52.0,Tea,637,Zaid
2004,Gulbarga,1298,2903.1,38.0,Loam,Spray,6589.0,51.0,Tea,43311,Zaid
2004,Gulbarga,4,2903.1,39.0,Loam,Spray,5107.0,57.0,Tea,24848,Zaid
2004,Gulbarga,1122,2996.6,39.0,Loam,Spray,5518.0,57.0,Tea,761,Rabi
2004,Gulbarga,917,2996.6,39.0,Loam,Spray,4912.0,60.0,Tea,45608,Rabi
2004,Gulbarga,819,2996.6,40.0,Loam,Spray,3830.0,57.0,Paddy,234581,Rabi
2013,Gulbarga,391,3522.8,40.0,Loam,Spray,2783.0,54.0,Paddy,43562,Rabi
2014,Gulbarga,211,3522.8,41.0,Loam,Spray,1533.0,54.5,Paddy,200000,Rabi
2015,Gulbarga,153,3729.8,41.0,Loam,Spray,1647.0,56.6,Paddy,4847,Rabi
2016,Gulbarga,111,3729.8,41.0,Loam,Spray,975.0,55.5,Paddy,51239,Rabi
2017,Gulbarga,76,3729.8,42.0,Loam,Spray,2.0,58.5,Paddy,216396,Rabi
2018,Gulbarga,53,2746.2,42.0,Loam,Spray,836.0,59.5,Paddy,2644,Rabi
2004,Gulbarga,2688,2746.2,42.0,Loam,Spray,806.0,55.0,Paddy,44235,Rabi
2005,Gulbarga,2311,2746.2,43.0,Loam,Spray,880.0,53.0,Paddy,203317,Rabi
2006,Gulbarga,2188,3360.0,43.0,Loam,Spray,770.0,53.5,Paddy,2134,Rabi
2015,Hassan,4954,3105.0,27.0,Loam,Drip,336.0,57.0,Coconut,24848,Rabi
2018,Hassan,5174,2903.1,27.2,Loam,Drip,316.0,56.6,Coconut,234581,Rabi
2006,Hassan,5864,2996.6,27.0,Loam,Drip,382.0,59.5,Coconut,200000,Rabi
2009,Hassan,7501,3522.8,27.0,Loam,Drip,231.0,53.5,Coconut,216396,Rabi
2012,Hassan,32,3729.8,27.2,Alluvial,Drip,221.0,57.0,Coconut,203317,Rabi
2015,Hassan,6,2746.2,27.1,Alluvial,Drip,291.0,55.0,Coconut,238542,Rabi
2018,Hassan,39,3360.0,26.8,Alluvial,Drip,283.0,58.0,Coconut,234779,Rabi
2005,Hassan,12,3360.0,37.0,Alluvial,Drip,7157.0,59.0,Coconut,64409,Rabi
